i,position,k,all_changes,any_changes,jaccards,sequence,model,dataset,determinism,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,generation_strategy,timestamp
363,49,1,0.0,0.0,66.667,"1373,176,581,435,835,123,2462,2567,2289,2159,2423,1887,1881,3703,2709,356,438,41,484,338,434,313,239,2336,28,1025,2653,3286,1788,2139,2751,3252,2420,1310,3454,7,1406,2001,1830,1267,254,980,185,2048,999,51,1541,68,861,542",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
364,49,1,0.0,0.0,25.0,"1725,2571,2480,1284,1941,586,3044,216,209,1004,1508,1383,425,643,20,742,607,559,1466,709,110,6,987,724,720,89,418,1523,412,429,548,154,770,415,804,222,284,919,413,1576,393,1347,942,2032,421,1241,1619,52,106,1962",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
367,49,1,0.0,100.0,33.333,"563,23,548,130,8,169,14,866,796,759,20,717,24,744,129,218,237,19,152,281,800,766,465,401,2363,199,336,1640,1257,464,180,1546,133,687,811,417,313,143,1587,1293,178,383,172,117,438,770,804,222,1025,1529",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
368,49,1,0.0,0.0,40.0,"539,161,1665,784,87,433,604,269,1104,1221,556,99,1150,432,1116,965,214,1119,912,595,716,189,1142,203,2672,791,1815,1268,1680,2260,2392,1816,1819,1154,1817,2658,1140,69,129,105,281,45,125,128,715,217,65,670,1713,542",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
370,49,1,100.0,100.0,0.0,"79,776,152,712,588,387,1712,190,591,63,265,587,320,714,749,118,34,11,1047,51,18,589,609,208,219,31,38,47,124,85,784,1762,3,1532,415,391,1576,427,15,420,390,604,636,2184,403,1828,1364,409,549,274",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
371,49,1,100.0,100.0,0.0,"632,510,799,184,1099,646,737,749,362,42,2228,1211,13,367,336,243,338,2109,107,795,2432,1024,764,173,79,152,2626,2507,2728,2526,354,1080,280,852,1406,96,2129,144,63,439,2251,19,2265,1642,1620,1611,1754,2066,2321,711",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
374,49,1,0.0,0.0,100.0,"1085,1727,93,1693,878,8,6,14,16,169,548,386,793,756,564,1500,712,689,693,201,1304,714,1212,1035,735,605,487,39,211,152,1136,871,333,916,446,892,863,172,185,516,165,336,291,522,872,789,168,281,49,817",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
375,49,1,0.0,100.0,33.333,"657,188,1933,520,1713,542,902,877,6,128,106,23,744,715,65,1116,1050,184,1406,58,14,1587,1110,85,644,178,274,721,1065,144,42,169,756,647,1299,27,43,1309,1229,2012,1042,866,991,429,113,665,1099,264,2723,466",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
376,49,1,0.0,0.0,50.0,"1012,431,1333,127,1688,1841,433,252,203,568,850,920,74,328,126,1208,1156,565,87,1266,1193,2334,1104,932,937,66,1140,536,51,734,291,41,1834,21,146,1399,522,1201,33,117,5,372,1151,222,515,165,34,788,1147,2175",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
377,49,1,0.0,100.0,40.0,"6,1451,133,866,285,1463,217,840,7,1299,337,429,742,116,492,1540,798,62,415,586,178,148,715,799,848,1624,63,1536,2056,42,43,219,1345,1916,439,536,30,41,9,11,589,609,1047,613,621,581,35,391,610,5",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
379,49,1,100.0,100.0,0.0,"196,372,284,91,923,836,337,1048,189,516,80,313,161,1360,875,896,118,164,1421,902,1393,922,763,59,336,509,126,1209,1143,537,496,1388,1832,754,1666,926,2136,1329,1208,2621,801,355,262,658,2159,203,884,1869,99,1842",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
380,49,1,100.0,100.0,0.0,"768,87,857,642,59,126,858,127,841,3035,194,1605,134,181,1266,1185,3455,1045,2091,1238,102,137,435,771,247,245,2067,122,830,1446,112,3423,58,712,922,2882,1019,897,714,894,490,2102,1968,912,837,164,1954,591,889,73",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
381,49,1,0.0,100.0,33.333,"39,49,86,377,770,21,28,478,1201,35,1257,145,896,815,167,306,90,888,791,1756,177,519,789,401,376,149,2449,640,687,1365,2094,1460,522,567,2744,367,156,2187,126,289,732,901,364,574,1593,2231,472,84,223,763",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
383,49,1,0.0,100.0,50.0,"448,165,1328,110,63,17,241,522,732,789,397,2640,907,956,2598,161,90,167,568,2100,383,888,120,320,291,2582,567,401,739,1593,895,920,3311,661,1869,31,1203,763,2281,164,186,437,127,1688,1200,2201,1055,118,500,1488",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
384,49,1,0.0,100.0,33.333,"1345,366,383,673,520,445,507,707,461,626,4,1195,1951,449,261,406,1043,872,387,372,215,807,1186,522,2157,1432,891,733,572,1928,826,1888,1744,1489,526,510,923,290,2634,112,281,546,313,123,800,535,485,705,794,1658",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
385,49,1,0.0,100.0,33.333,"25,313,1098,1649,892,791,501,285,2426,426,2401,278,1332,4,272,1068,1264,810,407,2065,828,873,350,1917,870,1586,2066,2321,500,520,1614,533,133,2215,1888,993,2984,1880,832,296,1524,2235,534,1756,1106,518,886,546,1644,1000",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
386,49,1,0.0,0.0,100.0,"123,543,439,448,825,526,558,270,28,1303,440,797,461,918,90,1527,266,594,471,551,2493,1951,1986,512,465,364,1749,1399,2108,1849,2924,473,2089,890,1982,1600,2830,509,1961,493,2646,3192,2675,504,224,1935,2671,1329,2911,369",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
388,49,1,0.0,100.0,50.0,"1384,1091,1854,779,601,210,1116,326,1577,432,1180,886,741,556,1811,1814,1744,911,1163,99,1809,1812,1813,1735,2260,3235,1140,1733,2186,1051,1063,1738,1052,683,1402,1419,410,614,1418,125,1844,339,3,618,727,768,642,386,359,476",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
389,49,1,0.0,100.0,50.0,"1844,387,582,333,2378,430,161,118,1346,138,1784,2777,2892,305,1355,572,483,828,59,552,1900,905,1748,791,147,739,606,901,658,473,628,1156,2914,691,2744,2094,164,732,1339,1059,1344,134,622,451,81,668,788,881,26,1387",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
390,49,1,0.0,100.0,33.333,"387,1382,1001,10,756,35,17,1342,771,60,712,1019,648,576,626,24,133,63,433,190,265,2467,632,795,1745,837,510,420,498,121,505,2154,636,295,1727,552,604,288,167,386,243,2344,871,889,244,1578,798,506,539,377",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
391,49,1,0.0,100.0,75.0,"639,485,421,772,688,217,1366,68,175,840,598,612,846,749,729,1155,1023,1069,200,2044,701,46,1796,15,740,786,4,670,760,1837,1838,1191,325,337,515,60,94,912,531,591,920,648,164,45,1072,1694,353,789,588,712",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
392,49,1,0.0,100.0,25.0,"588,1394,387,716,201,206,1652,623,738,2217,1039,674,714,865,1221,2290,1082,1605,132,181,1083,1697,1219,97,45,1467,435,214,670,487,205,581,583,995,634,1017,742,612,163,663,1620,697,719,217,1159,598,200,729,46,672",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
393,49,1,100.0,100.0,0.0,"1155,615,1707,865,645,636,1335,1958,1163,133,129,51,540,98,172,243,135,41,291,40,465,375,1420,582,114,940,568,484,370,784,145,34,146,1708,121,1119,336,538,180,28,1174,973,147,464,118,606,741,904,483,1596",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
394,49,1,0.0,100.0,50.0,"11,51,18,41,597,390,5,38,589,613,621,633,391,26,17,35,924,39,1146,93,133,114,252,323,433,190,134,161,565,87,1327,1076,306,499,896,1527,397,881,871,291,135,542,388,890,1874,2241,892,1443,418,476",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
395,49,1,0.0,100.0,50.0,"2318,3261,1706,2624,1573,299,542,517,350,238,2286,1000,832,407,4,2242,2241,481,2890,179,708,902,2584,1255,523,294,1855,1524,2920,2036,1640,110,618,1754,1353,2476,1129,683,623,1692,1328,718,1036,2894,3033,2185,1638,388,2217,212",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
397,49,1,100.0,100.0,0.0,"1325,482,1346,1437,127,92,881,1355,1771,850,1750,1382,1766,1367,809,1397,41,317,51,1195,34,2238,190,552,1182,984,872,1339,826,875,591,1055,789,1315,232,567,451,622,275,675,353,1681,1334,1335,704,194,794,1387,658,628",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
398,49,1,100.0,100.0,0.0,"109,293,1624,129,387,127,49,28,346,478,1452,312,796,2127,4,159,130,102,630,275,1450,666,515,445,344,771,2084,720,177,507,889,1483,27,658,353,1196,502,909,896,1217,433,329,466,2100,305,568,320,874,1965,147",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
401,49,1,0.0,100.0,33.333,"1107,57,146,266,594,1257,323,2755,1916,1688,417,75,2363,902,696,919,909,1791,488,1768,1408,2498,1059,549,1341,1685,1407,1329,1600,479,1063,224,512,509,2646,472,1310,1409,704,1402,641,119,1849,2029,1766,2125,1386,1083,1418,2198",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
403,49,1,0.0,0.0,100.0,"2467,1958,1528,294,2057,710,2494,163,2710,780,2553,2741,800,420,2366,1235,2720,972,1297,1650,1739,593,37,284,2552,21,1182,2512,51,174,3207,112,406,2426,766,346,1064,667,870,481,1041,1218,602,811,110,868,925,1401,480,1496",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
405,49,1,0.0,0.0,40.0,"1356,1375,716,424,778,197,736,593,1618,676,1231,2871,1594,181,2874,1364,2680,2552,677,393,1309,564,548,386,843,278,206,1042,841,1698,125,749,948,65,744,168,260,24,928,933,867,502,339,931,801,360,1388,932,871,333",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
407,49,1,0.0,100.0,50.0,"6,128,44,93,49,273,133,265,187,152,256,111,75,156,146,79,167,387,433,138,149,196,161,94,91,892,241,1836,151,529,1199,1146,59,376,84,131,1440,320,1251,105,606,129,421,662,267,1615,418,237,1099,43",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
408,49,1,0.0,0.0,50.0,"85,2181,46,128,56,995,175,1233,1621,1652,42,1540,41,1616,505,715,98,1584,1116,60,152,835,507,1311,107,148,541,862,117,298,375,1943,210,1546,1002,2475,296,774,940,663,97,1242,952,377,616,665,1945,1484,547,983",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
409,49,1,100.0,100.0,0.0,"1121,339,662,1510,1530,1071,106,767,612,487,2004,2047,210,204,835,1353,184,176,951,125,6,1518,237,1116,798,757,45,327,128,216,393,2578,1024,248,412,1080,1099,1242,1241,566,2581,195,720,282,137,715,161,776,618,732",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
410,49,1,0.0,0.0,50.0,"247,112,10,137,610,618,337,41,589,51,742,1507,72,612,200,49,157,45,71,643,515,759,27,1238,1159,1536,744,406,185,39,455,133,377,1731,175,598,1533,1619,1653,116,322,663,1300,202,415,630,662,2034,1458,864",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
412,49,1,0.0,0.0,100.0,"1048,625,1094,1028,391,38,671,47,18,2,672,1087,1178,2184,1021,389,205,970,2025,561,1707,846,202,842,2201,841,1418,2780,1026,1825,1833,395,195,611,1564,1508,2123,1383,2433,408,689,2270,1377,1314,1051,702,540,1899,362,699",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
413,49,1,0.0,100.0,33.333,"3200,421,1676,603,2310,1848,719,237,840,612,1546,2947,116,77,154,1529,1071,715,1476,1229,1240,1540,1473,678,1576,862,634,1702,1703,1705,1469,793,57,3160,462,2293,1337,1266,3227,2458,2537,2542,1073,1074,1659,1697,1548,2296,1318,2177",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
414,49,1,100.0,100.0,0.0,"799,757,1514,1652,222,586,1345,548,351,16,374,169,378,248,23,866,184,624,1455,176,697,89,1302,1309,756,816,244,1299,20,343,386,1186,2105,638,2090,204,1311,731,324,742,699,772,146,383,1314,1352,190,1204,413,702",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
415,49,1,0.0,100.0,33.333,"2325,34,1167,391,22,469,5,244,2932,6,14,23,798,548,16,184,1349,1309,193,1211,1299,592,759,20,27,721,643,515,809,742,1342,2032,2042,547,1540,111,116,1848,1229,1468,1677,862,2504,3117,245,52,68,247,498,348",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
416,49,1,100.0,100.0,0.0,"391,117,195,79,44,40,89,281,34,479,50,256,983,489,470,530,436,351,1771,2040,243,906,323,152,528,539,390,1195,5,463,317,150,222,905,338,1591,124,343,1527,434,114,1108,54,687,1119,383,265,441,919,118",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
417,49,1,0.0,100.0,50.0,"1298,207,6,1530,771,798,1211,506,178,757,1518,1492,23,1345,2223,200,618,2004,142,586,601,632,566,1121,626,176,146,362,1271,1988,1302,638,1567,756,816,1802,447,2300,1311,274,866,1498,624,1914,540,171,276,374,383,795",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
418,49,1,100.0,100.0,0.0,"1119,386,1434,1342,61,218,1177,490,626,694,2131,539,2012,1115,1084,1343,644,238,800,1895,809,455,1796,826,789,1683,858,816,172,60,69,670,1277,91,407,1441,656,3064,664,738,1268,1195,882,1185,1832,219,55,25,1372,2666",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
419,49,1,0.0,100.0,50.0,"219,1113,1314,716,201,1926,1211,1157,420,1213,2293,2029,426,994,407,1367,268,1301,588,897,190,606,360,1716,776,1191,79,75,196,121,131,1203,164,1614,4,69,532,281,752,518,861,1713,698,388,2286,1847,763,1210,1185,520",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
420,49,1,0.0,100.0,50.0,"3,1791,983,412,701,370,284,1708,815,1100,420,1107,425,1195,1025,959,427,568,397,1626,730,496,401,804,229,691,1312,69,6,318,247,260,1578,613,843,623,643,515,656,20,742,27,574,768,718,559,188,679,755,1067",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
421,49,1,0.0,0.0,40.0,"906,462,506,165,34,336,177,21,5,244,291,130,2471,1187,1034,1182,1849,734,190,826,535,789,568,275,401,515,910,241,844,114,121,433,320,126,134,1869,896,776,1059,70,87,904,1227,208,1039,1364,420,128,187,718",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
422,49,1,0.0,100.0,50.0,"210,79,712,749,215,1042,152,214,265,1476,1229,196,644,663,23,744,755,703,63,218,114,278,190,539,947,78,776,1015,677,61,587,529,664,725,784,620,377,1005,1006,592,433,606,759,1019,859,120,997,991,763,738",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
423,49,1,0.0,0.0,100.0,"3261,45,1114,587,214,2251,760,1837,1838,1008,642,1268,312,205,560,427,8,6,756,1299,199,14,1345,1211,548,274,16,20,793,169,1309,1500,125,1071,1476,237,840,93,24,111,77,154,1473,720,1529,990,2116,678,172,161",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
424,49,1,0.0,0.0,100.0,"171,601,632,634,604,204,1002,757,588,710,703,125,128,219,187,113,278,768,206,858,1102,676,1082,1418,405,1745,800,1472,215,2102,1273,1390,1150,715,218,1559,991,429,1663,211,2706,1468,2012,1457,795,1024,144,1587,1110,1546",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
425,49,1,0.0,100.0,40.0,"1042,1669,376,835,853,842,126,858,674,149,196,645,648,855,1026,312,1686,623,2176,1830,2351,1038,679,606,620,1098,127,2275,73,642,681,1618,676,777,845,765,1037,657,1206,181,134,1418,1090,576,1045,1085,1068,574,1067,552",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
426,49,1,100.0,100.0,0.0,"516,1652,146,632,184,891,76,604,528,643,638,177,204,1667,5,1642,1645,626,1186,826,1503,538,410,535,165,1493,386,677,793,770,291,515,815,372,176,190,607,1271,1432,425,2536,756,731,712,397,689,693,400,522,1501",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
432,49,1,100.0,100.0,0.0,"458,515,90,687,1758,343,691,1596,1151,149,1802,872,789,901,419,531,875,503,2794,2154,180,344,1315,232,730,1166,577,275,1804,871,190,640,984,552,1870,475,288,668,1865,2471,3147,401,826,84,1310,741,1932,1313,1355,732",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
434,49,1,100.0,100.0,0.0,"2057,1158,2065,259,1201,2131,62,69,3208,107,899,139,2139,31,888,2079,446,1174,828,542,1888,1586,484,525,2660,2931,1451,1691,787,383,1062,487,500,1459,1009,1486,834,1151,1527,1611,2319,1006,183,758,283,2848,199,2000,2991,1100",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
435,49,1,0.0,100.0,33.333,"720,1467,2717,256,79,894,121,320,80,502,1191,2059,157,216,665,214,212,1024,749,1113,587,1020,1042,1351,124,2009,1254,1640,2072,1150,23,177,46,2270,1460,165,1802,2922,1757,901,1630,413,383,475,1312,628,1088,826,394,372",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
436,49,1,0.0,100.0,33.333,"846,1564,2123,209,385,195,611,1579,408,1609,917,98,394,2949,395,1508,398,1497,1295,739,762,653,129,245,501,951,1585,1493,2070,2912,1043,42,43,1062,1406,1988,2541,1305,1419,109,588,2547,2421,426,1544,2090,113,766,1667,1963",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
437,49,1,0.0,100.0,33.333,"548,730,6,1299,670,1569,2092,190,2040,114,61,327,93,462,24,1107,161,34,41,11,536,2,35,391,22,31,924,2184,1087,946,133,247,425,643,20,27,500,69,257,318,1255,238,1987,1106,2919,518,1245,832,2215,350",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
438,49,1,100.0,100.0,0.0,"344,956,836,243,60,94,897,894,712,1254,630,322,663,260,1159,30,152,98,1235,265,715,429,530,923,211,1583,892,123,157,434,93,192,241,256,111,433,63,91,121,320,75,196,161,896,1440,776,474,1669,1214,1236",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
439,49,1,0.0,0.0,50.0,"1339,578,675,2006,357,1387,557,801,522,1322,2373,419,704,2435,1757,615,2343,1935,827,740,1182,875,1745,1166,1175,444,731,2889,1758,261,747,2623,1068,1281,2116,1286,686,212,667,1569,136,863,406,2839,23,568,178,798,1311,712",BERT4Rec,ml-1m,True,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Wed, 11 Dec 2024 12:02:11"
